dt,shop_id,sale_amt_3m
2016-10-31,648,48990.71
2016-07-31,702,251462.15
2016-08-31,702,256714.36
2017-01-31,702,180911.12
2016-07-31,2579,65419.29
2016-09-30,2579,116172.66
2016-11-30,2579,95400.31
2016-10-31,2579,129378.29
2016-06-30,1277,101169.6
2016-12-31,1277,210450.09
2016-07-31,1277,190134.48
2016-08-31,1277,389067.86
2017-01-31,1277,322043.13
2016-09-30,1277,516964.71
2016-11-30,1277,280416.92
2016-10-31,1277,460228.19
2016-12-31,1313,63677.02
2016-07-31,1313,260871.32
2017-01-31,1313,45485.35
2016-09-30,1313,281662.29
2016-11-30,1313,102996.45
2016-10-31,1313,192079.02
2016-06-30,2096,89162.44
2016-07-31,2096,165364.82
2016-08-31,2096,211574.46
2016-09-30,2096,202139.82
2016-11-30,2096,141611.84
2016-06-30,1728,43757.46
2016-12-31,1728,32900.94
2017-01-31,1728,30013.4
2016-11-30,1728,42481.35
2016-10-31,1728,53901.01
2016-12-31,227,37994.77
2016-07-31,227,29601.41
2016-08-31,227,34959.38
2017-01-31,227,44070.49
2016-11-30,227,23650.4
2016-06-30,43,25237.06
2016-12-31,43,22248.76
2016-07-31,43,20765.34
2017-01-31,43,20843.97
2016-09-30,43,28968.73
2016-12-31,443,37942.73
2016-06-30,2642,149155.45
2016-08-31,2642,57896.16
2017-01-31,2642,34585.22
2016-10-31,2642,36463.99
2016-12-31,75,200005.49
2016-07-31,75,313654.12
2017-01-31,75,233305.12
2016-09-30,75,441787.92
2016-10-31,75,369171.09
2016-06-30,2394,27723.1
2016-07-31,2394,28920.08
2016-08-31,2394,43427.32
2016-09-30,2394,76195.28
2016-11-30,2394,65552.84
2016-10-31,2394,88237.29
2016-08-31,2161,686321.29
2016-11-30,2161,433437.05
2016-06-30,58,80791.8
2016-12-31,58,73270.98
2016-07-31,58,87319.57
2016-08-31,58,75626.52
2017-01-31,58,90365.45
2016-10-31,58,52630.28
2016-06-30,1145,205483.2
2016-07-31,1145,288790.39
2016-08-31,1145,402710.34
2017-01-31,1145,533600.89
2016-11-30,1145,331715.43
2016-06-30,2826,59635.62
2016-07-31,2826,69271.71
2017-01-31,2826,64151.12
2016-11-30,2826,73426.59
2016-10-31,2826,89974.77
2016-12-31,68,165063.02
2016-07-31,68,154354.68
2016-08-31,68,210637.95
2017-01-31,68,130436.5
2016-09-30,68,240610.59
2016-11-30,68,198415.75
2016-10-31,68,261500.98
2016-12-31,331,97505.68
2016-08-31,331,109819.34
2017-01-31,331,108708.72
2016-09-30,331,153583.25
2016-11-30,331,93719.87
2016-10-31,331,134261.02
2016-06-30,189,99524.8
2016-08-31,189,122190.74
2016-09-30,189,132658.4
2016-11-30,189,118036.76
2016-10-31,189,121242.54
2016-06-30,727,11796.04
2016-08-31,727,16871.29
2016-09-30,727,22194.74
2016-11-30,727,21072.6
2016-06-30,2045,21047.57
2016-12-31,2045,30943.42
2016-07-31,2045,36674.31
2016-08-31,2045,75793.62
2017-01-31,2045,21017.75
2016-09-30,2045,98882.37
2016-10-31,2045,95838.64
2016-06-30,1027,122118.06
2016-12-31,1027,76909.12
2016-09-30,1027,123970.76
2016-06-30,2127,203551.87
2016-07-31,2127,203427.28
2016-08-31,2127,184644.81
2017-01-31,2127,143296.54
2016-09-30,2127,122329.58
2016-07-31,1184,161411.06
2016-08-31,1184,196174.52
2016-10-31,1184,193143.85
2016-06-30,127,364889.53
2016-12-31,127,364546.07
2016-07-31,127,506851.82
2016-11-30,127,316178.14
2016-06-30,2789,85221.23
2016-08-31,2789,153825.07
2017-01-31,2789,143187.43
2016-10-31,2789,229027.47
2016-12-31,1461,174825.65
2016-08-31,1461,63866.99
2017-01-31,1461,143647.47
2016-09-30,1461,104564.05
2016-11-30,1461,202848.04
2016-10-31,1461,172944.66
2016-07-31,778,150611.99
2016-08-31,778,236120.41
2016-09-30,778,250283.92
2016-06-30,1442,229154.33
2016-12-31,1442,20050.39
2016-08-31,1442,299185.87
2016-11-30,1442,63332.36
2016-08-31,1853,307540.87
2016-11-30,1853,226917.98
2016-06-30,73,87586.85
2016-12-31,73,246567.46
2016-07-31,73,96910.56
2016-08-31,73,60236.91
2017-01-31,73,375254.71
2016-10-31,73,26532.57
2016-12-31,64,182257.76
2016-07-31,64,289988.45
2016-11-30,64,138993.56
2016-10-31,64,164889.96
2016-06-30,1282,413832.88
2016-08-31,1282,343872.54
2016-09-30,1282,277886.97
2017-01-31,425,46570.33
2016-06-30,2821,17569.55
2017-01-31,2821,228873.84
2016-10-31,2821,152750.59
2016-06-30,275,309116.47
2016-12-31,275,60483.05
2016-09-30,275,231316.36
2016-12-31,1007,96488.34
2016-08-31,1007,121215.95
2017-01-31,1007,140109.01
2016-09-30,1007,170427.85
2016-11-30,1007,108912.77
2016-08-31,422,214982.18
2017-01-31,422,271646.35
2016-11-30,422,191194.26
2016-10-31,422,233919.59
2016-06-30,451,24798.93
2016-08-31,1708,212107.6
2017-01-31,1708,74579.33
2016-11-30,1708,73958.84
2016-10-31,1708,96372.24
2016-12-31,2898,323875.21
2016-08-31,2898,494995.5
2016-11-30,2898,166587.65
2016-10-31,2898,231675.73
2016-06-30,2712,36820.26
2016-07-31,2712,50049.91
2016-08-31,2712,73310.55
2017-01-31,2712,33105.94
2016-09-30,2712,95337.12
2016-06-30,1730,31927.3
2016-07-31,1730,47954.96
2016-09-30,1730,184250.79
2016-11-30,1730,250825.25
2016-10-31,1730,245721.68
2016-06-30,194,70776.1
2016-12-31,194,87753.61
2017-01-31,194,79120.73
2016-09-30,194,255100.4
2016-11-30,194,147540.38
2016-10-31,194,213676.27
2016-06-30,533,16349.78
2016-12-31,533,30483.53
2017-01-31,533,33782.39
2016-09-30,533,136666.47
2016-12-31,2568,19343.79
2017-01-31,2568,20115.23
2016-09-30,2568,31348.7
2016-06-30,2082,235400.71
2016-12-31,2082,432054.85
2016-07-31,2082,180422.86
2016-08-31,2082,351618.3
2017-01-31,2082,314145.86
2016-09-30,2082,530230.17
2016-06-30,695,591518.34
2016-12-31,695,171278.34
2017-01-31,695,170637.64
2016-11-30,695,180942.27
2016-06-30,916,347726.74
2016-12-31,916,22778.19
2016-07-31,916,356295.9
2016-08-31,916,408279.49
2016-09-30,916,373108.67
2016-11-30,916,80128.81
2016-12-31,2007,128297.52
2017-01-31,2007,122877.79
2016-09-30,2007,422529.7
2016-11-30,2007,143115.08
2016-10-31,2007,267947.22
2016-06-30,2230,184891.73
2016-12-31,2230,339959.86
2016-09-30,2230,472124.23
2017-01-31,674,16781.76
2016-09-30,674,28271.29
2016-11-30,674,16347.14
2016-08-31,1543,46740.49
2016-09-30,1543,74947.19
2016-11-30,1543,65611.74
2016-10-31,1543,77866.94
2016-06-30,1297,275089.34
2016-08-31,1297,463479.4
2016-09-30,1297,510849.45
2016-11-30,1297,339706.69
2016-10-31,1297,497243.94
2016-06-30,2583,21244.58
2016-12-31,2583,193892.74
2016-08-31,2583,221489.66
2017-01-31,2583,131846.9
2016-09-30,2583,333603.64
2016-11-30,2583,256132.84
2016-10-31,2583,364478.35
2016-12-31,1207,46714.06
2016-07-31,1207,54099.51
2016-08-31,1207,111399.45
2016-10-31,1207,145892.97
2016-06-30,1000,298168.02
2016-12-31,1000,129406.16
2017-01-31,1000,219394.4
2016-11-30,1000,102091.16
2016-10-31,1000,176134.29
2016-06-30,2986,26226.97
2016-08-31,2986,34152.92
2017-01-31,2986,41490.21
2016-11-30,2986,45684.41
2016-07-31,522,444548.92
2016-08-31,522,509098.15
2016-06-30,579,560919.4
2016-08-31,579,343236.43
2016-09-30,579,295159.23
2016-10-31,579,261261.2
2016-12-31,1723,84067.19
2016-08-31,1723,96806.96
2016-09-30,1723,102095.55
2016-10-31,1723,104227.32
2016-06-30,1607,38537.42
2016-07-31,1607,49917.1
2016-08-31,1607,83364.7
2016-06-30,1662,389511.73
2016-12-31,1662,339856.59
2016-07-31,1662,423008.34
2016-08-31,1662,511815.54
2017-01-31,1662,346235.85
2016-10-31,1662,530819.12
2016-06-30,2008,227508.54
2016-08-31,2008,168039.76
2016-06-30,657,92663.01
2016-12-31,657,128338.17
2016-07-31,657,106662.21
2017-01-31,657,163194.64
2016-09-30,657,84446.98
2016-07-31,935,80206.03
2016-08-31,935,85707.64
2017-01-31,935,43350.92
2016-09-30,935,83572.05
2016-11-30,935,50720.59
2016-10-31,935,66447.52
2016-06-30,2711,13620.0
2016-07-31,2711,16970.08
2016-08-31,2711,21579.73
2016-09-30,2711,26065.49
2016-11-30,2711,21141.15
2016-07-31,2734,144125.55
2017-01-31,2734,144231.03
2016-11-30,2734,76340.1
2016-10-31,2734,85679.89
2016-06-30,1790,99506.46
2016-12-31,1790,91432.09
2016-08-31,1790,129377.96
2017-01-31,1790,94644.69
2016-10-31,1790,144353.6
2016-06-30,186,377689.98
2016-12-31,186,250884.83
2016-07-31,186,430564.54
2016-11-30,186,273309.98
2016-06-30,1389,66391.27
2016-11-30,1389,25442.39
2016-10-31,1389,48189.2
2016-06-30,777,452663.77
2016-07-31,777,290663.97
2016-08-31,777,388259.17
2017-01-31,777,116230.24
2016-11-30,777,123049.98
2016-07-31,1152,59942.87
2016-09-30,197,335838.93
2016-11-30,197,243046.33
2016-10-31,197,290041.28
2016-06-30,2804,74070.67
2016-08-31,2804,430338.69
2017-01-31,2804,288009.61
2016-09-30,2804,592634.1
2016-11-30,2804,299262.57
2016-10-31,2804,543842.95
2016-07-31,2113,552061.65
2016-08-31,2113,744003.28
2017-01-31,2113,154166.14
2016-09-30,2113,587789.01
2016-11-30,2113,13794.28
2016-10-31,2113,243412.68
2016-08-31,2039,52380.35
2017-01-31,2039,30196.84
2016-11-30,2039,37631.26
2016-10-31,2039,59062.49
2016-07-31,2654,257226.02
2017-01-31,2654,301447.17
2016-09-30,2654,286076.92
2016-11-30,2654,240543.55
2016-06-30,1099,114068.17
2017-01-31,1099,103105.64
2016-09-30,1099,173767.12
2016-12-31,1309,17862.27
2016-08-31,1309,40753.48
2017-01-31,1309,18647.18
2016-11-30,1309,22930.83
2016-10-31,1309,36383.08
2016-06-30,2669,68391.51
2016-07-31,2669,168243.54
2017-01-31,2669,123971.11
2016-10-31,2669,404428.87
2016-06-30,2266,546871.56
2016-07-31,2266,505727.42
2016-08-31,2266,475920.52
2016-09-30,2266,409988.64
2016-10-31,2266,325144.71
2016-06-30,1689,128400.85
2016-12-31,1689,32923.4
2016-07-31,1689,258081.6
2016-08-31,1689,363100.09
2017-01-31,1689,45654.82
2016-09-30,1689,324174.72
2016-10-31,1689,181408.36
2016-06-30,1012,12595.3
2017-01-31,1012,22803.7
2016-09-30,1012,36339.4
2016-07-31,37,46507.8
2016-08-31,37,51021.65
2016-06-30,236,17314.5
2016-12-31,236,104036.49
2016-07-31,236,21772.18
2016-08-31,236,39723.49
2016-09-30,236,66760.31
2016-10-31,236,72053.03
2016-09-30,28,700383.07
2016-11-30,28,375110.04
2016-10-31,28,463979.19
2016-12-31,2548,222174.52
2016-08-31,2548,330892.78
2016-10-31,2548,210505.67
2016-08-31,1380,126977.91
2017-01-31,1380,42717.99
2016-11-30,1380,66472.05
2016-06-30,1947,63111.68
2016-11-30,1947,89217.84
2016-10-31,1947,88518.34
2016-07-31,2576,49023.75
2016-09-30,2576,31795.97
2016-11-30,2576,27790.92
2016-10-31,2576,22722.85
2016-06-30,1715,16059.05
2016-08-31,1715,81411.1
2017-01-31,1715,377901.77
2016-06-30,650,375025.38
2016-08-31,650,279729.31
2017-01-31,650,105700.74
2016-09-30,650,217700.9
2016-11-30,650,69438.53
2016-10-31,650,134991.97
2016-12-31,2301,216908.78
2016-07-31,2301,337666.88
2016-08-31,2301,607255.54
2016-11-30,2301,306593.48
2016-10-31,2301,498321.64
2016-06-30,1942,127026.05
2016-11-30,1942,70414.9
2016-12-31,2395,139323.7
2016-08-31,2395,315831.88
2017-01-31,2395,90366.69
2016-11-30,2395,325057.32
2016-07-31,2148,455506.54
2016-08-31,2148,388186.73
2016-11-30,2148,416774.64
2016-10-31,2148,374794.15
2016-12-31,1582,119537.2
2017-01-31,1582,131929.08
2016-09-30,1582,166398.59
2016-06-30,922,17720.04
2016-07-31,922,23783.38
2017-01-31,922,12283.61
2016-09-30,922,26600.71
2016-06-30,1526,165103.49
2016-12-31,1526,83995.27
2016-09-30,1526,141915.63
2016-07-31,211,29564.03
2016-08-31,211,122913.13
2016-12-31,2503,117833.25
2016-09-30,2503,137575.23
2016-12-31,2673,121730.49
2016-10-31,2673,143205.42
2016-07-31,1311,26650.82
2016-08-31,1311,58554.92
2016-10-31,1311,94204.29
2016-06-30,311,137193.11
2016-07-31,311,126659.87
2016-11-30,311,124327.82
2016-10-31,311,145502.63
2016-06-30,1303,348886.46
2016-11-30,1303,32207.3
2016-06-30,901,482872.42
2016-08-31,901,449423.71
2017-01-31,901,549655.85
2016-10-31,901,510781.44
2016-06-30,607,160208.88
2016-12-31,607,27795.05
2016-07-31,607,243287.59
2016-08-31,607,207275.94
2016-11-30,607,30893.2
2016-10-31,607,39934.93
2016-06-30,797,169842.0
2016-12-31,797,100539.4
2016-08-31,797,113894.27
2016-12-31,655,52844.61
2016-08-31,655,749258.5
2017-01-31,655,144514.08
2016-10-31,655,521837.93
2016-06-30,2283,15709.34
2016-07-31,2283,23767.69
2016-08-31,2283,35765.76
2017-01-31,2283,24102.2
2016-11-30,2283,26464.43
2017-01-31,620,45678.63
2016-06-30,153,62348.88
2016-12-31,153,88867.83
2016-09-30,153,166936.29
2016-08-31,2520,629243.25
2016-09-30,2520,753742.99
2016-11-30,2520,708132.38
2016-10-31,2520,815989.82
2016-06-30,1508,38484.39
2016-07-31,1508,32720.05
2016-08-31,1508,34594.23
2017-01-31,1508,46671.43
2016-09-30,1508,37431.55
2016-11-30,1508,33894.72
2016-10-31,1508,38178.21
2016-12-31,974,76669.29
2016-08-31,974,200565.88
2016-09-30,974,91942.86
2016-10-31,974,68193.34
2016-06-30,59,23420.13
2016-12-31,59,189849.53
2016-08-31,59,20714.13
2016-09-30,59,75167.71
2016-10-31,59,202614.74
2016-07-31,1308,184408.25
2016-11-30,1308,253196.66
2016-10-31,1308,341746.49
2016-12-31,1653,70720.43
2016-07-31,1653,145838.3
2016-08-31,1653,159027.82
2017-01-31,1653,64360.33
2016-11-30,1653,59631.49
2016-10-31,1653,85673.86
2016-06-30,1952,26318.56
2016-12-31,1952,56999.1
2016-07-31,1952,64878.94
2016-08-31,1952,154595.35
2016-06-30,1716,161574.39
2016-12-31,1716,39535.54
2017-01-31,1716,70799.85
2016-09-30,1716,211474.64
2016-12-31,1548,108255.06
2016-07-31,1548,163224.95
2016-08-31,1548,158334.28
2016-09-30,1548,157305.06
2016-11-30,1548,84918.93
2016-06-30,2069,155409.26
2016-12-31,2069,99645.63
2017-01-31,2069,76811.03
2016-06-30,329,148904.4
2016-12-31,329,100592.72
2016-07-31,329,221281.28
2016-08-31,329,317646.06
2017-01-31,329,136599.79
2016-11-30,329,165854.29
2016-12-31,1757,32625.95
2016-07-31,1757,25449.33
2016-08-31,1757,32424.52
2017-01-31,1757,37115.88
2016-09-30,1757,35269.94
2016-11-30,1757,31120.34
2016-10-31,1757,35079.14
2016-06-30,880,413102.68
2016-07-31,880,377966.67
2017-01-31,880,213953.04
2016-11-30,880,170943.83
2016-12-31,2138,38905.96
2016-07-31,2138,61920.76
2016-08-31,2138,113893.99
2016-10-31,2138,102406.88
2016-12-31,1117,58601.24
2016-07-31,1117,83782.73
2016-08-31,1117,107124.48
2016-06-30,120,48667.76
2016-07-31,120,44360.4
2017-01-31,120,159287.94
2016-10-31,120,53993.52
2016-06-30,2917,477532.45
2016-12-31,2917,301556.17
2016-07-31,2917,450104.33
2016-11-30,2917,412240.33
2016-12-31,1564,156713.56
2016-07-31,1564,154346.65
2016-09-30,1564,222893.57
2016-10-31,1564,209071.22
2016-06-30,1965,27973.7
2016-12-31,1965,30838.69
2016-07-31,1965,65475.29
2016-08-31,1965,97563.9
2016-09-30,1965,102320.32
2016-12-31,1227,60441.08
2016-08-31,1227,116224.7
2017-01-31,1227,27556.32
2016-09-30,1227,180753.86
2016-11-30,1227,114117.02
2016-06-30,2514,20362.27
2016-07-31,2514,20185.85
2017-01-31,2514,57631.03
2016-09-30,2514,44229.08
2016-10-31,2514,90986.4
2016-06-30,1939,53016.41
2016-12-31,1939,52376.67
2016-07-31,1939,61018.4
2016-11-30,1939,69496.24
2016-10-31,1939,90709.17
2016-06-30,2760,63292.45
2016-08-31,2760,164646.0
2016-09-30,2760,186141.23
2016-10-31,2760,152345.54
2016-06-30,2431,64691.29
2016-07-31,2431,53036.76
2016-08-31,2431,49373.65
2016-09-30,2431,47461.56
2016-11-30,2431,37678.43
2016-07-31,759,68557.75
2016-08-31,759,96365.49
2017-01-31,759,63275.93
2016-06-30,2831,13239.24
2016-12-31,2831,24443.32
2016-07-31,2831,31561.28
2016-08-31,2831,62005.24
2016-09-30,2831,73630.73
2016-11-30,2831,35957.96
2016-06-30,2270,79764.31
2016-12-31,2270,190078.92
2017-01-31,2270,215423.81
2016-09-30,2270,66826.47
2016-11-30,2270,135542.14
2016-10-31,2270,103545.38
2016-06-30,1504,90594.98
2016-12-31,1504,100403.45
2016-07-31,1504,113909.22
2017-01-31,1504,115518.01
2016-09-30,1504,149374.13
2016-10-31,1504,103880.26
2016-06-30,1335,124768.8
2016-12-31,1335,27713.28
2017-01-31,1335,32583.11
2016-10-31,1335,28593.74
2016-12-31,2042,485768.36
2016-07-31,2042,627854.65
2016-08-31,2042,568972.55
2017-01-31,2042,407100.43
2016-09-30,2042,503556.15
2016-11-30,2042,505697.88
2016-10-31,2042,436542.28
2016-12-31,1275,38382.14
2016-08-31,1275,143764.53
2016-10-31,1275,108722.14
2016-06-30,92,11811.77
2016-07-31,92,96300.35
2016-09-30,92,204633.44
2016-11-30,92,89251.81
2016-10-31,92,125701.74
2016-07-31,2781,156229.93
2017-01-31,2781,62150.57
2016-09-30,2781,253268.76
2016-11-30,2781,110850.21
2017-01-31,1463,92974.81
2016-09-30,1463,107155.49
2016-10-31,1463,91779.34
2016-11-30,2515,27160.79
2016-12-31,1021,35660.62
2016-11-30,1021,24438.36
2016-10-31,1021,31522.58
2016-08-31,1118,91235.84
2017-01-31,1118,287442.2
2016-09-30,1118,51486.74
2016-11-30,1118,100901.58
2016-12-31,2285,39783.95
2016-07-31,2285,76061.22
2016-08-31,2285,88857.44
2017-01-31,2285,53108.76
2016-11-30,2285,22418.08
2016-06-30,1423,19046.2
2016-12-31,1423,13836.57
2016-07-31,1423,20597.92
2016-09-30,1423,32096.45
2016-11-30,1423,15328.66
2016-06-30,157,107731.07
2016-12-31,157,90251.3
2016-07-31,157,122932.28
2017-01-31,157,62989.82
2016-11-30,157,111190.92
2016-10-31,157,160372.42
2016-06-30,2123,48354.89
2016-12-31,2123,29913.37
2016-07-31,2123,49220.32
2017-01-31,2123,33589.96
2016-10-31,2123,33842.11
2016-12-31,2653,28080.66
2016-07-31,2653,43114.37
2016-11-30,2653,27168.31
2016-12-31,2300,232391.47
2016-07-31,2300,366228.3
2016-09-30,2300,605083.7
2016-10-31,2300,492774.95
2016-06-30,2295,10404.56
2016-12-31,2295,15922.85
2016-07-31,2295,11939.51
2017-01-31,2295,21891.47
2016-09-30,2295,19734.22
2016-09-30,2428,118863.38
2016-11-30,2428,109273.05
2016-07-31,2662,79432.94
2016-08-31,2662,134404.31
2016-10-31,2662,193329.6
2016-08-31,1713,235004.91
2016-11-30,1713,184145.89
2016-07-31,2827,121894.47
2017-01-31,2827,297896.44
2016-07-31,2482,509837.51
2016-08-31,2482,470954.02
2016-09-30,2482,384394.69
2016-11-30,2482,195409.44
2016-10-31,2482,290176.24
2016-06-30,606,66538.18
2016-07-31,606,63079.08
2016-08-31,606,77594.91
2017-01-31,606,77496.9
2016-07-31,477,22773.98
2016-08-31,477,44092.38
2017-01-31,477,18341.57
2016-08-31,1682,245527.58
2017-01-31,1682,368450.53
2016-11-30,1682,293077.05
2016-10-31,1682,300635.37
2016-12-31,1255,543191.35
2016-08-31,1255,363498.99
2016-09-30,1255,523219.73
2016-11-30,1255,473436.46
2016-10-31,1255,491315.72
2016-06-30,185,26115.88
2016-12-31,185,36396.54
2016-07-31,185,27398.09
2016-11-30,185,39104.85
2016-12-31,1047,31311.73
2016-08-31,1047,65745.54
2016-11-30,1047,29173.98
2016-12-31,2508,174700.27
2017-01-31,2508,212043.35
2016-11-30,2508,241650.54
2016-12-31,46,34190.0
2016-07-31,46,313311.81
2017-01-31,46,176624.99
2016-10-31,46,147730.97
2016-12-31,675,48525.28
2016-07-31,675,130633.49
2017-01-31,675,79416.83
2016-06-30,1753,66552.17
2016-08-31,1753,107932.52
2016-11-30,1753,144072.19
2016-11-30,80,124528.24
2016-07-31,1535,287707.46
2016-08-31,1535,347883.25
2016-11-30,1535,201340.63
2016-10-31,1535,259633.24
2016-12-31,676,38679.48
2016-07-31,676,60693.67
2016-11-30,676,60416.18
2016-10-31,676,95082.96
2016-06-30,433,56130.1
2016-12-31,433,71531.11
2016-07-31,433,59858.19
2016-08-31,433,67279.52
2016-07-31,1529,237855.28
2016-08-31,1529,238059.29
2016-11-30,1529,196025.6
2016-06-30,2432,87318.35
2016-12-31,2432,110860.04
2016-07-31,2432,111564.51
2016-08-31,2432,182176.17
2017-01-31,2432,97687.05
2016-09-30,2432,209752.44
2016-11-30,2432,133973.66
2016-10-31,2432,200646.75
2016-08-31,1859,10767.15
2016-09-30,1859,11069.45
2016-10-31,1859,10269.93
2016-08-31,1400,66927.98
2016-11-30,1400,32880.36
2016-08-31,2719,283745.6
2017-01-31,2719,32672.81
2016-11-30,2719,23842.85
2016-10-31,2719,52826.44
2016-12-31,1031,35737.43
2016-07-31,1031,72524.32
2016-08-31,1031,65306.3
2017-01-31,1031,52520.01
2016-09-30,1031,44452.91
2016-12-31,630,186738.15
2016-07-31,630,342021.83
2016-09-30,630,197406.6
2016-08-31,1274,36248.2
2016-09-30,1274,32717.74
2016-11-30,1274,40740.24
2016-12-31,741,262339.24
2016-08-31,741,758828.93
2017-01-31,741,359574.15
2016-06-30,1035,97454.9
2016-12-31,1035,221956.63
2016-07-31,1035,147415.35
2016-09-30,1035,373610.37
2016-12-31,2497,132482.39
2016-08-31,2497,205596.11
2016-11-30,2497,130120.01
2016-12-31,1972,28696.33
2017-01-31,1972,29019.77
2016-09-30,1972,41886.42
2016-06-30,410,49789.41
2016-08-31,410,33348.11
2016-11-30,410,22103.39
2016-10-31,410,19752.72
2016-12-31,2906,26272.81
2016-08-31,2906,111673.32
2017-01-31,2906,27716.58
2016-10-31,2906,55172.97
2016-12-31,7,112560.43
2016-07-31,7,211102.41
2017-01-31,7,189101.04
2016-09-30,7,264040.95
2016-11-30,7,117170.42
2016-12-31,74,11232.17
2016-09-30,74,19422.34
2016-07-31,2965,32643.15
2017-01-31,2965,28798.58
2016-09-30,2965,24969.29
2016-10-31,2965,14253.84
2016-06-30,2216,121979.18
2016-07-31,2216,100506.92
2016-08-31,2216,87055.91
2017-01-31,2216,83904.66
2016-11-30,2216,39416.23
2016-10-31,2216,50136.97
2016-12-31,592,103995.05
2016-07-31,592,186343.01
2016-09-30,592,213336.55
2016-08-31,2421,348218.59
2017-01-31,2421,250817.0
2016-11-30,2421,120979.31
2016-10-31,2421,122326.61
2016-06-30,1741,44012.03
2016-12-31,1741,45797.38
2016-08-31,1741,66358.04
2016-09-30,1741,52504.88
2016-08-31,2147,29887.19
2016-11-30,2147,16085.48
2016-12-31,2672,30606.6
2016-07-31,2672,15239.7
2016-07-31,1888,51950.93
2016-08-31,1888,162328.78
2016-11-30,1888,383049.27
2016-10-31,1888,392008.12
2016-06-30,1106,12336.47
2016-12-31,1106,15617.49
2016-08-31,1106,26072.1
2017-01-31,1106,22087.2
2016-11-30,1106,11972.39
2016-10-31,1106,16876.08
2016-06-30,1617,33822.29
2016-07-31,1617,28719.21
2016-08-31,1617,22821.06
2016-09-30,1617,17476.22
2016-11-30,1617,17596.15
2016-06-30,1507,136438.3
2016-12-31,1507,226466.43
2017-01-31,1507,271348.19
2016-09-30,1507,282331.99
2016-08-31,2117,198473.82
2017-01-31,2117,19314.14
2016-09-30,2117,274207.3
2016-11-30,2117,151566.91
2016-07-31,1068,23476.95
2016-08-31,1068,22244.13
2017-01-31,1068,47955.1
2016-09-30,1068,32253.68
2016-06-30,316,106439.86
2016-08-31,316,331675.37
2016-07-31,2851,131531.22
2016-09-30,2851,129989.99
2016-10-31,2851,78425.27
2016-06-30,1988,66746.08
2016-08-31,1988,209247.91
2017-01-31,1988,187585.33
2016-09-30,1988,297543.26
2016-11-30,1988,183180.43
2016-11-30,2869,380856.2
2016-06-30,728,19388.14
2016-12-31,728,263693.64
2016-07-31,728,27534.7
2016-08-31,728,47410.99
2016-12-31,2213,351507.13
2016-07-31,2213,418095.45
2017-01-31,2213,330533.44
2016-09-30,2213,719808.35
2016-06-30,1664,66181.23
2016-12-31,1664,615553.29
2017-01-31,1664,616425.66
2016-11-30,1664,589320.04
2016-06-30,2775,84155.75
2016-12-31,2775,106619.26
2016-09-30,2775,173919.74
2016-11-30,2775,106530.88
2016-06-30,2919,36320.36
2016-12-31,2919,70165.74
2016-07-31,2919,25554.64
2017-01-31,2919,86063.48
2016-09-30,2919,72337.24
2016-11-30,2919,71247.06
2016-10-31,2919,91676.57
2016-11-30,233,12278.2
2016-06-30,883,41262.82
2016-07-31,883,61906.83
2016-08-31,883,127562.26
2016-11-30,883,199312.99
2017-01-31,1605,66176.23
2016-09-30,1605,119072.91
2016-10-31,1605,96047.72
2016-11-30,1904,26917.88
2016-06-30,2015,141347.86
2016-12-31,2015,48198.29
2016-07-31,2015,123441.98
2016-08-31,2015,128286.98
2016-09-30,2015,126012.46
2016-11-30,2015,62473.93
2016-10-31,2015,102091.72
2016-12-31,91,20240.86
2016-07-31,91,21373.24
2017-01-31,91,20531.59
2016-11-30,91,17925.71
2016-06-30,1555,383789.18
2016-12-31,1555,803403.34
2016-07-31,1555,536362.1
2016-08-31,1555,695188.31
2017-01-31,1555,732267.12
2016-09-30,1555,720192.54
2016-11-30,1555,743255.71
2017-01-31,363,402615.64
2016-12-31,2769,192379.92
2016-08-31,2769,493625.98
2016-09-30,2769,607406.35
2016-08-31,1762,190044.86
2017-01-31,1762,225951.66
2016-09-30,1762,294485.25
2016-11-30,1762,244773.55
2016-10-31,1762,301226.86
2016-12-31,1827,136740.19
2016-07-31,1827,150292.76
2017-01-31,1827,156108.01
2016-12-31,481,116123.69
2017-01-31,481,92558.19
2016-11-30,481,162334.73
2016-10-31,481,183670.8
2016-12-31,280,417394.82
2016-07-31,280,408769.0
2016-09-30,280,236854.64
2016-10-31,280,107227.82
2016-07-31,114,67471.65
2016-08-31,114,109894.94
2017-01-31,114,32866.41
2016-10-31,114,91352.05
2016-12-31,750,38272.29
2016-08-31,750,139044.84
2017-01-31,750,36032.3
2016-09-30,750,150764.86
2016-10-31,750,117655.48
2016-12-31,2835,182582.94
2016-09-30,2835,370600.74
2016-10-31,2835,416708.53
2016-06-30,2010,24279.78
2016-12-31,2010,19704.81
2016-09-30,2010,19852.08
2016-10-31,2010,15583.54
2016-06-30,755,192193.67
2016-12-31,755,281230.15
2016-09-30,755,479655.92
2016-11-30,755,239285.49
2016-06-30,2859,683726.85
2017-01-31,2859,704864.36
2016-11-30,2859,342877.84
2016-12-31,2424,66528.46
2016-08-31,2424,231636.66
2017-01-31,2424,96986.39
2016-09-30,2424,157806.92
2016-12-31,2158,84891.68
2016-07-31,2158,254788.19
2016-08-31,2158,320532.9
2016-11-30,2158,122766.68
2016-10-31,2158,220815.33
2016-06-30,694,113219.3
2016-12-31,694,37226.3
2016-08-31,694,138593.96
